p0398-p0198-p0137-p0343-p0248,2.238248020579537,0.044,2
p0308-p0317-p0387-p0075-p0366,1.6690327279975206,0.241,2
p0084-p0211-p0148-p0179-p0013,1.1441960769314996,0.382,2
p0252-p0113-p0063-p0178-p0051,1.198450682899101,0.297,2
p0325-p0342-p0085-p0341-p0074,2.02908739932169,0.102,2
p0233-p0190-p0029-p0213-p0027,1.2166418502329825,0.327,2
p0173-p0017-p0126-p0266-p0334,0.855326200050201,0.607,2
p0104-p0111-p0325-p0069-p0084,1.6478011438507658,0.094,2
p0201-p0350-p0352-p0006-p0002,0.4493779546752708,0.777,2
p0389-p0332-p0025-p0343-p0262,0.7882383924601798,0.68,2
p0077-p0352-p0335-p0153-p0221,0.8859306011380119,0.571,2
p0128-p0348-p0332-p0131-p0395,1.4919939575455918,0.203,2
p0172-p0008-p0113-p0174-p0364,1.5349022269764894,0.133,2
p0261-p0389-p0008-p0066-p0294,1.5282034787574428,0.26,2
p0205-p0249-p0174-p0209-p0070,2.3544857765507796,0.043,2
p0363-p0263-p0111-p0207-p0335,2.262210735718781,0.06,2
p0050-p0065-p0247-p0235-p0334,0.9273120715896698,0.572,2
p0379-p0147-p0184-p0396-p0325,2.094413776159065,0.068,2
p0090-p0322-p0241-p0372-p0361,1.097140090906158,0.497,2
p0190-p0272-p0378-p0005-p0018,1.1182078718367392,0.435,2
p0185-p0154-p0227-p0146-p0389,0.44521106676333894,0.864,2
p0265-p0221-p0009-p0217-p0253,1.5470988788227193,0.228,2
p0163-p0242-p0160-p0073-p0325,1.5093202196898934,0.212,2
p0080-p0155-p0105-p0271-p0197,1.4694637433733284,0.234,2
p0393-p0242-p0161-p0036-p0394,2.2940736562119852,0.056,2
p0195-p0026-p0181-p0232-p0015,0.8177678985105555,0.665,2
p0370-p0393-p0326-p0286-p0211,1.679460958726586,0.172,2
p0072-p0153-p0167-p0004-p0348,1.2154182791049684,0.315,2
p0144-p0121-p0016-p0123-p0197,1.6489426498830304,0.157,2
p0269-p0197-p0230-p0250-p0140,1.5758041691452218,0.22,2
p0377-p0381-p0013-p0146-p0378,0.16204402211691094,0.938,2
p0081-p0238-p0300-p0377-p0183,1.2486635408198001,0.339,2
p0014-p0247-p0298-p0249-p0080,1.9560075630858642,0.103,2
p0397-p0042-p0029-p0320-p0008,1.4776642079411675,0.102,2
p0361-p0229-p0303-p0372-p0256,1.6027633120012368,0.257,2
p0333-p0127-p0183-p0080-p0131,1.4355020584710727,0.216,2
p0384-p0058-p0265-p0076-p0342,1.9032534699443242,0.134,2
p0069-p0159-p0144-p0375-p0334,2.497243971264216,0.008,2
p0241-p0045-p0093-p0046-p0344,1.0570246155827387,0.458,2
p0126-p0111-p0379-p0089-p0347,1.7915802884890992,0.127,2
p0206-p0161-p0372-p0230-p0077,1.1287390640863308,0.447,2
p0277-p0382-p0167-p0191-p0196,1.3470641975583606,0.318,2
p0348-p0243-p0048-p0111-p0147,1.364598440952045,0.263,2
p0097-p0127-p0092-p0168-p0333,0.8794140636792585,0.593,2
p0364-p0376-p0069-p0146-p0310,2.221044776392178,0.017,2
p0391-p0204-p0017-p0031-p0264,0.8240167599251614,0.637,2
p0338-p0244-p0074-p0102-p0100,1.3894484699987548,0.206,2
p0052-p0042-p0199-p0299-p0274,1.1373725704966327,0.476,2
p0391-p0216-p0223-p0021-p0178,0.31472491230830624,0.866,2
p0085-p0130-p0172-p0233-p0093,1.464374619327711,0.141,2
p0058-p0062-p0256-p0225-p0004,1.6921190202489231,0.084,2
p0210-p0122-p0011-p0058-p0160,1.246797840204599,0.278,2
p0270-p0265-p0289-p0272-p0185,0.905975691131024,0.562,2
p0362-p0037-p0231-p0071-p0383,1.4188798664472888,0.233,2
p0339-p0348-p0258-p0011-p0361,1.0656391241123542,0.485,2
p0365-p0373-p0202-p0219-p0181,1.1285154990858588,0.42,2
p0047-p0065-p0172-p0113-p0044,1.5912917494668843,0.083,2
p0089-p0213-p0187-p0287-p0065,1.553288268492135,0.23,2
p0184-p0165-p0000-p0239-p0381,0.8577968927889079,0.613,2
p0355-p0333-p0358-p0075-p0204,0.703479128040494,0.694,2
p0028-p0356-p0149-p0088-p0213,0.5598591336199849,0.782,2
p0323-p0211-p0325-p0047-p0126,1.3391386344411882,0.29,2
p0307-p0133-p0277-p0366-p0014,0.4152193266336676,0.857,2
p0040-p0354-p0346-p0199-p0020,2.32300454481084,0.024,2
p0133-p0347-p0162-p0394-p0397,0.9171248292982559,0.576,2
p0371-p0068-p0292-p0272-p0008,0.7989584098734156,0.688,2
p0177-p0261-p0285-p0180-p0339,1.41164398863386,0.339,2
p0379-p0080-p0265-p0209-p0059,1.9098183418966805,0.117,2
p0166-p0312-p0253-p0077-p0375,4.263945144428179,0.007,2
p0378-p0295-p0054-p0310-p0076,1.7627417737268778,0.125,2
p0316-p0287-p0344-p0219-p0208,1.325117600354954,0.344,2
p0344-p0320-p0138-p0056-p0287,0.43464442755931887,0.873,2
p0072-p0384-p0357-p0395-p0339,1.4278896797866967,0.313,2
p0157-p0358-p0044-p0301-p0151,0.9627168937292057,0.558,2
p0134-p0265-p0151-p0051-p0093,1.949373289913904,0.072,2
p0365-p0295-p0328-p0200-p0157,0.25177906695379826,0.878,2
p0246-p0236-p0081-p0311-p0112,2.9741216529626544,0.004,2
p0049-p0319-p0355-p0125-p0279,0.1647944280882754,0.891,2
p0237-p0041-p0195-p0117-p0278,1.1499123397634645,0.393,2
p0044-p0038-p0190-p0155-p0291,1.4094712935188094,0.22,2
p0154-p0226-p0150-p0196-p0042,1.522576008098335,0.209,2
p0304-p0085-p0174-p0165-p0124,0.8292862460438801,0.642,2
p0155-p0108-p0040-p0322-p0152,1.7585924398878194,0.148,2
p0340-p0338-p0065-p0323-p0333,0.9472447795163217,0.569,2
p0025-p0142-p0373-p0030-p0309,2.200753072632474,0.072,2
p0346-p0175-p0290-p0079-p0398,2.236934695352538,0.06,2
p0285-p0346-p0355-p0233-p0125,0.4799429549105432,0.742,2
p0253-p0375-p0051-p0344-p0133,1.9424652539008558,0.086,2
p0263-p0367-p0164-p0241-p0101,0.7595468767118643,0.661,2
p0196-p0193-p0202-p0062-p0269,1.6507427069457266,0.114,2
p0250-p0347-p0289-p0284-p0098,1.0304308337188135,0.513,2
p0086-p0129-p0298-p0232-p0010,0.913965557091397,0.552,2
p0232-p0128-p0111-p0265-p0169,1.2801688800930686,0.332,2
p0120-p0242-p0304-p0071-p0005,1.6925422754568962,0.139,2
p0236-p0133-p0256-p0177-p0380,1.2842367201178895,0.234,2
p0036-p0256-p0347-p0283-p0304,0.9717890867587223,0.514,2
p0392-p0304-p0013-p0288-p0160,1.081923249361653,0.475,2
p0173-p0384-p0257-p0379-p0394,0.5682438027789576,0.719,2
p0317-p0116-p0182-p0341-p0318,1.7895756889809478,0.181,2
p0319-p0207-p0035-p0186-p0335,1.136711684551464,0.376,2
p0035-p0027-p0145-p0355-p0032,0.49001469164973055,0.836,2
p0277-p0112-p0338-p0080-p0279,1.1301982403735245,0.453,2
p0263-p0194-p0037-p0106-p0115,1.9482305615811306,0.075,2
p0054-p0195-p0007-p0314-p0213,0.22385465297447701,0.959,2
p0063-p0028-p0022-p0348-p0356,1.0892142505217297,0.442,2
p0096-p0351-p0008-p0147-p0304,0.7729323717006635,0.646,2
p0293-p0387-p0367-p0319-p0185,0.5649643989766051,0.747,2
p0074-p0140-p0095-p0104-p0271,1.2393416572677947,0.293,2
p0381-p0191-p0358-p0360-p0142,1.107627951787549,0.491,2
p0081-p0072-p0016-p0393-p0101,0.8500912522550366,0.655,2
p0362-p0114-p0270-p0048-p0269,1.0912245202972095,0.462,2
p0151-p0298-p0258-p0074-p0287,0.910704354083781,0.584,2
p0152-p0248-p0324-p0081-p0280,1.793577366357136,0.084,2
p0005-p0219-p0381-p0083-p0040,1.1172410331626803,0.416,2
p0360-p0231-p0338-p0171-p0241,0.5469030929272822,0.784,2
p0362-p0289-p0379-p0190-p0006,0.7953743561935682,0.649,2
p0241-p0138-p0235-p0314-p0193,1.4439704386689496,0.193,2
p0246-p0209-p0290-p0394-p0154,1.3586840114117946,0.354,2
p0229-p0032-p0354-p0312-p0081,2.684409966192149,0.072,2
p0033-p0095-p0098-p0127-p0174,1.4006046538229857,0.148,2
p0065-p0182-p0093-p0164-p0219,0.879941986584785,0.608,2
p0042-p0391-p0012-p0254-p0008,1.487618715635165,0.134,2
p0083-p0246-p0197-p0192-p0009,1.167736764440988,0.429,2
p0344-p0325-p0265-p0261-p0375,1.6978890302678522,0.175,2
p0199-p0029-p0177-p0181-p0189,1.9068263984887401,0.083,2
p0151-p0057-p0386-p0314-p0230,1.926504589017989,0.119,2
p0379-p0128-p0011-p0002-p0183,1.0618689720722077,0.469,2
p0236-p0148-p0000-p0001-p0168,0.0870403571273305,0.937,2
p0094-p0025-p0112-p0379-p0113,0.9275045031223789,0.573,2
p0045-p0254-p0325-p0193-p0093,1.4966404307274057,0.151,2
p0157-p0224-p0371-p0174-p0112,0.1593628503614604,0.944,2
p0104-p0285-p0039-p0262-p0052,1.3018240419552938,0.375,2
p0042-p0014-p0386-p0254-p0379,2.4958497331303064,0.043,2
p0149-p0315-p0130-p0040-p0259,1.4071480727827905,0.321,2
p0273-p0362-p0321-p0370-p0027,1.5407122562810047,0.262,2
p0242-p0175-p0396-p0071-p0035,1.101317007004317,0.472,2
p0013-p0326-p0003-p0338-p0223,1.5895783442523215,0.145,2
p0241-p0075-p0182-p0348-p0215,0.9921442127234095,0.504,2
p0192-p0005-p0093-p0246-p0066,1.5087554437136217,0.266,2
p0139-p0305-p0132-p0242-p0147,1.8174560119271506,0.144,2
p0361-p0126-p0337-p0189-p0152,1.3761185543434629,0.299,2
p0282-p0088-p0192-p0136-p0028,0.9575466974382018,0.539,2
p0064-p0341-p0318-p0161-p0023,1.963728523238594,0.11,2
p0294-p0263-p0155-p0375-p0148,1.8854197630780813,0.121,2
p0315-p0325-p0391-p0358-p0347,1.2015362474699334,0.39,2
p0140-p0286-p0113-p0388-p0058,0.5745063956619837,0.76,2
p0305-p0005-p0131-p0194-p0145,1.5148307274150727,0.167,2
p0046-p0099-p0195-p0140-p0196,1.4292409944064475,0.161,2
p0277-p0088-p0324-p0274-p0270,0.3786107231516852,0.86,2
p0367-p0347-p0210-p0278-p0100,0.5470501830832197,0.775,2
p0272-p0396-p0343-p0314-p0181,1.3567228801456923,0.251,2
p0243-p0051-p0273-p0326-p0213,1.438236584227879,0.207,2
p0287-p0059-p0272-p0220-p0149,0.7892068320553212,0.654,2
p0319-p0108-p0259-p0033-p0200,1.585010207421246,0.204,2
p0162-p0231-p0075-p0301-p0122,-0.92373534712689,0.997,2
p0050-p0319-p0292-p0264-p0304,0.9535009821222818,0.545,2
p0146-p0136-p0022-p0020-p0059,1.6327892344233275,0.089,2
p0052-p0297-p0380-p0366-p0096,2.245480977201216,0.042,2
p0371-p0112-p0216-p0019-p0085,0.886500687887608,0.585,2
p0342-p0014-p0324-p0209-p0066,1.469396650611711,0.249,2
p0141-p0089-p0006-p0073-p0316,1.464715263240775,0.141,2
p0313-p0073-p0131-p0314-p0170,1.417975302651969,0.286,2
p0063-p0133-p0314-p0211-p0106,1.1336338404403545,0.4,2
p0074-p0202-p0311-p0187-p0175,2.353920608317253,0.043,2
p0031-p0165-p0044-p0297-p0241,2.5573842774660105,0.012,2
p0134-p0073-p0236-p0261-p0148,1.08206197372198,0.455,2
p0324-p0024-p0348-p0311-p0069,1.7615441208081408,0.07,2
p0076-p0343-p0102-p0310-p0025,1.324929560126757,0.206,2
p0247-p0110-p0208-p0263-p0375,1.2477409186743411,0.371,2
p0221-p0283-p0139-p0048-p0266,1.0687215666798733,0.433,2
p0076-p0347-p0207-p0004-p0326,1.5207278400983524,0.142,2
p0156-p0069-p0034-p0038-p0234,1.7836573690065154,0.051,2
p0236-p0038-p0223-p0082-p0178,1.4206735340495829,0.176,2
p0199-p0248-p0017-p0327-p0215,0.935774732813704,0.583,2
p0244-p0189-p0035-p0162-p0347,1.5646921915041085,0.119,2
p0123-p0320-p0015-p0184-p0299,1.2005208616610072,0.325,2
p0292-p0373-p0162-p0033-p0262,0.84556012186879,0.61,2
p0314-p0002-p0118-p0351-p0346,0.825327993937458,0.63,2
p0023-p0260-p0323-p0030-p0200,1.3776563079973456,0.28,2
p0217-p0183-p0273-p0004-p0083,1.4109358643120107,0.281,2
p0148-p0345-p0038-p0060-p0291,1.7808309714168986,0.14,2
p0096-p0037-p0194-p0081-p0131,1.3390117940748465,0.241,2
p0038-p0026-p0039-p0368-p0203,1.8451210566499998,0.106,2
p0206-p0142-p0346-p0086-p0056,2.149628836520809,0.021,2
p0156-p0088-p0287-p0086-p0361,1.1093851471771006,0.445,2
p0307-p0355-p0148-p0059-p0074,1.3799986230206611,0.228,2
p0174-p0035-p0014-p0003-p0301,1.080489589096639,0.432,2
p0057-p0094-p0209-p0123-p0379,1.8978264162000653,0.063,2
p0093-p0244-p0396-p0043-p0398,1.1314709763089896,0.4,2
p0062-p0140-p0146-p0102-p0004,1.2780967196309119,0.253,2
p0066-p0029-p0009-p0134-p0122,1.061497655125884,0.426,2
p0147-p0117-p0096-p0387-p0005,1.766477188068196,0.087,2
p0365-p0205-p0030-p0140-p0004,1.543570782975068,0.152,2
p0034-p0387-p0363-p0062-p0362,1.922165353391614,0.149,2
p0165-p0211-p0029-p0063-p0260,1.1243730626285702,0.432,2
p0195-p0391-p0279-p0238-p0145,1.1383030700754608,0.416,2
p0342-p0293-p0391-p0399-p0253,1.4036037641339805,0.303,2
p0314-p0262-p0267-p0059-p0040,0.45874263570858576,0.812,2
p0226-p0033-p0177-p0320-p0091,1.4089360847721664,0.255,2
p0037-p0261-p0126-p0166-p0172,1.5516295328503136,0.136,2
p0292-p0197-p0115-p0211-p0360,1.675680939733985,0.147,2
p0107-p0266-p0050-p0019-p0120,1.7402157115352146,0.131,2
p0042-p0105-p0360-p0375-p0379,1.227452022793374,0.428,2
p0305-p0015-p0319-p0081-p0282,1.5085176288789448,0.164,2
p0140-p0264-p0202-p0286-p0163,1.0305643933054525,0.486,2
p0352-p0250-p0118-p0117-p0267,0.3645996058312644,0.801,2
p0097-p0283-p0150-p0214-p0044,1.5627421341168086,0.155,2
p0231-p0216-p0303-p0232-p0109,1.2327190319148924,0.375,2
p0123-p0082-p0155-p0052-p0019,0.8282583269485531,0.641,2
p0076-p0184-p0046-p0107-p0379,1.815168647225706,0.123,2
p0122-p0114-p0271-p0241-p0178,0.882922435826485,0.645,2
p0196-p0388-p0005-p0083-p0194,1.0985600373310627,0.466,2
p0111-p0192-p0104-p0199-p0398,1.5830945424660843,0.242,2
p0044-p0070-p0178-p0195-p0322,1.7032275187310308,0.144,2
p0312-p0269-p0116-p0126-p0384,2.223928807876066,0.105,2
p0217-p0394-p0081-p0333-p0089,1.0304015063763539,0.492,2
p0016-p0030-p0246-p0395-p0145,1.1017116897615946,0.464,2
p0051-p0376-p0012-p0112-p0182,1.1256504767967124,0.392,2
p0241-p0185-p0385-p0119-p0297,2.3322349931770026,0.01,2
p0356-p0155-p0186-p0000-p0325,0.8695471204052112,0.59,2
p0039-p0156-p0214-p0022-p0292,1.4541085058431111,0.164,2
p0304-p0299-p0399-p0048-p0193,1.41528342221711,0.131,2
p0350-p0207-p0005-p0152-p0018,1.3000700694660967,0.291,2
p0104-p0006-p0003-p0186-p0312,2.3756790991779426,0.121,2
p0391-p0199-p0244-p0002-p0203,0.9062005908227382,0.618,2
p0206-p0280-p0191-p0036-p0126,1.7319541561506722,0.13,2
p0265-p0016-p0305-p0290-p0162,1.0921309072809908,0.46,2
p0079-p0074-p0202-p0389-p0151,2.1061411845962055,0.03,2
p0390-p0392-p0084-p0246-p0017,1.7666792004170362,0.197,2
p0150-p0111-p0222-p0080-p0083,1.182134142210169,0.409,2
p0152-p0084-p0306-p0090-p0167,1.3136908339065747,0.351,2
p0091-p0095-p0282-p0051-p0234,1.4386325199297691,0.278,2
p0256-p0001-p0100-p0345-p0034,1.2567591377924745,0.4,2
p0214-p0070-p0205-p0123-p0317,1.9917077784131476,0.036,2
p0190-p0272-p0140-p0372-p0002,0.03262392537525711,0.896,2
p0130-p0017-p0067-p0133-p0201,0.17057477501301782,0.881,2
p0378-p0026-p0348-p0233-p0174,0.7081167508115671,0.743,2
p0381-p0189-p0322-p0328-p0325,1.9937680276161283,0.071,2
p0034-p0161-p0091-p0268-p0384,1.4173759405167914,0.322,2
p0140-p0367-p0027-p0301-p0191,0.05035754096758997,0.871,2
p0148-p0287-p0364-p0161-p0220,0.9445171388247459,0.588,2
p0294-p0362-p0056-p0127-p0284,1.879261174962844,0.162,2
p0000-p0135-p0255-p0002-p0125,2.362561071418391,0.021,2
p0265-p0195-p0386-p0041-p0139,1.2935733111099958,0.347,2
p0085-p0133-p0386-p0122-p0157,0.6427983918584279,0.733,2
p0170-p0304-p0085-p0260-p0091,1.1188504044474699,0.454,2
p0082-p0185-p0298-p0366-p0334,0.32890486181257367,0.872,2
p0328-p0243-p0363-p0209-p0282,1.885591633848806,0.14,2
p0256-p0174-p0076-p0303-p0227,0.849053012280772,0.636,2
p0096-p0363-p0389-p0160-p0026,2.2488097455463114,0.06,2
p0337-p0216-p0149-p0080-p0393,1.49592873985152,0.226,2
p0299-p0310-p0338-p0176-p0343,1.2664580865094037,0.329,2
p0259-p0388-p0297-p0151-p0280,2.1719207563474727,0.057,2
p0043-p0220-p0333-p0248-p0256,0.8250031026051677,0.638,2
p0052-p0284-p0278-p0360-p0261,1.4859742672871308,0.316,2
p0155-p0133-p0045-p0152-p0337,1.2666887990414146,0.351,2
p0330-p0376-p0206-p0392-p0360,1.1469179561039917,0.442,2
p0105-p0118-p0309-p0376-p0289,2.9145416248556644,0.018,2
p0067-p0114-p0365-p0058-p0277,1.675130246321279,0.116,2
p0009-p0189-p0015-p0286-p0066,0.41652894566667326,0.915,2
p0190-p0290-p0325-p0350-p0269,1.582856672134266,0.189,2
p0040-p0317-p0225-p0047-p0018,1.528687548567779,0.071,2
p0082-p0094-p0205-p0319-p0317,1.0325550376543555,0.444,2
p0067-p0150-p0140-p0165-p0020,1.8302618582659094,0.084,2
p0069-p0244-p0071-p0011-p0357,1.089728949535365,0.445,2
p0343-p0039-p0100-p0216-p0358,1.8035467501400213,0.096,2
p0261-p0061-p0398-p0210-p0007,0.9770181810100971,0.535,2
p0208-p0083-p0247-p0256-p0130,1.9089822770870386,0.064,2
p0396-p0129-p0040-p0137-p0350,0.8662217657840382,0.593,2
p0058-p0073-p0256-p0066-p0083,1.181710124034617,0.327,2
p0182-p0194-p0398-p0090-p0221,1.305190665233339,0.287,2
p0228-p0042-p0172-p0061-p0079,1.7002140875201606,0.054,2
p0086-p0165-p0124-p0129-p0047,1.2832046973481686,0.289,2
p0161-p0021-p0157-p0179-p0390,1.3695533201845507,0.261,2
p0317-p0176-p0248-p0306-p0187,1.913003082536024,0.092,2
p0352-p0057-p0259-p0394-p0052,1.4297221218292901,0.306,2
p0095-p0246-p0087-p0274-p0076,1.6419123459980935,0.226,2
p0120-p0263-p0140-p0339-p0122,1.8306435263967231,0.093,2
p0025-p0040-p0313-p0162-p0280,1.0643412189373052,0.503,2
p0025-p0211-p0280-p0244-p0046,1.4083823973916612,0.209,2
p0088-p0023-p0397-p0327-p0315,1.2522175347642648,0.307,2
p0029-p0160-p0268-p0289-p0273,1.3155816188268248,0.32,2
p0140-p0226-p0001-p0198-p0127,1.254890379558421,0.367,2
p0348-p0233-p0305-p0312-p0042,3.0298057892977583,0.049,2
p0072-p0303-p0052-p0262-p0180,1.7352524810057353,0.075,2
p0397-p0007-p0061-p0153-p0355,1.8226229132998681,0.074,2
p0148-p0183-p0394-p0303-p0076,2.3165293546437464,0.048,2
p0157-p0357-p0054-p0201-p0126,-0.1910230612947174,0.979,2
p0085-p0168-p0113-p0091-p0244,0.3062186588209434,0.834,2
p0083-p0217-p0125-p0114-p0234,1.6822720239011706,0.082,2
p0256-p0099-p0307-p0178-p0093,0.7929048780891841,0.673,2
p0274-p0327-p0388-p0049-p0016,1.0586766496033355,0.501,2
p0099-p0376-p0114-p0193-p0157,1.097884742787993,0.421,2
p0377-p0235-p0253-p0041-p0012,1.7206424206082223,0.163,2
p0397-p0214-p0204-p0242-p0155,1.3804601111570427,0.275,2
p0350-p0236-p0170-p0367-p0290,1.1966184705949479,0.418,2
p0098-p0284-p0350-p0367-p0115,1.5428576356668724,0.235,2
p0311-p0203-p0099-p0207-p0313,2.246404946895868,0.069,2
p0068-p0133-p0087-p0074-p0298,0.9486847379255451,0.541,2
p0192-p0143-p0383-p0228-p0067,1.4877229718144225,0.199,2
p0194-p0046-p0069-p0064-p0387,1.6625788292569963,0.063,2
p0161-p0129-p0370-p0337-p0326,1.3580343798060808,0.315,2
p0039-p0202-p0004-p0328-p0108,1.5830178950554308,0.117,2
p0216-p0225-p0065-p0125-p0011,0.9329832927687174,0.572,2
p0034-p0391-p0146-p0021-p0145,1.3675303374040555,0.188,2
p0096-p0399-p0166-p0075-p0361,1.5287135087382435,0.126,2
p0132-p0217-p0156-p0013-p0069,1.7452184087655738,0.07,2
p0078-p0129-p0133-p0247-p0154,0.7564378197745625,0.663,2
p0348-p0049-p0211-p0346-p0130,1.8308567387417802,0.107,2
p0215-p0355-p0022-p0295-p0201,1.2513853442548095,0.367,2
p0362-p0270-p0282-p0244-p0080,1.5302936443255089,0.222,2
p0393-p0237-p0044-p0148-p0396,1.5474270608977005,0.139,2
p0123-p0082-p0050-p0316-p0393,1.7335889482275453,0.078,2
p0077-p0334-p0292-p0298-p0098,0.77101725506174,0.681,2
p0023-p0062-p0388-p0159-p0022,1.8303691268126867,0.072,2
p0180-p0042-p0242-p0046-p0279,0.7722513877404666,0.69,2
p0155-p0379-p0299-p0257-p0252,1.1001742611117773,0.469,2
p0041-p0024-p0247-p0110-p0073,0.9761412727875457,0.519,2
p0314-p0012-p0121-p0231-p0268,1.6852193133964504,0.18,2
p0110-p0185-p0151-p0107-p0067,1.3786951478515534,0.251,2
p0002-p0273-p0270-p0194-p0052,1.0776709195496204,0.454,2
p0259-p0108-p0294-p0121-p0222,1.5612564013522987,0.26,2
p0204-p0021-p0232-p0071-p0005,0.576298233027691,0.844,2
p0103-p0308-p0014-p0112-p0026,1.5190331187022061,0.311,2
p0277-p0042-p0041-p0247-p0190,1.7290220344993654,0.056,2
p0338-p0322-p0347-p0084-p0392,2.386975086878757,0.042,2
p0184-p0073-p0112-p0059-p0005,0.7336114121367483,0.732,2
p0221-p0301-p0172-p0373-p0305,0.6773679777615454,0.719,2
p0330-p0376-p0123-p0252-p0265,1.4565762727684186,0.21,2
p0347-p0013-p0035-p0031-p0190,1.6693137005621492,0.074,2
p0310-p0346-p0260-p0143-p0308,2.2039793386491677,0.1,2
p0320-p0111-p0278-p0003-p0088,1.1342479716498794,0.419,2
p0073-p0378-p0156-p0040-p0009,0.9206629454203074,0.573,2
p0315-p0061-p0076-p0259-p0361,1.765332534327716,0.134,2
p0159-p0124-p0014-p0264-p0179,0.2338090916306408,0.898,2
p0132-p0128-p0330-p0088-p0028,2.1340174042914435,0.027,2
p0124-p0087-p0201-p0360-p0141,0.788160887326735,0.626,2
p0032-p0167-p0034-p0045-p0149,1.0552949000475944,0.451,2
p0056-p0366-p0022-p0201-p0198,1.332398369254413,0.384,2
p0248-p0022-p0314-p0264-p0325,1.114398471177074,0.42,2
p0308-p0155-p0111-p0115-p0185,1.1042840368944924,0.461,2
p0072-p0202-p0330-p0002-p0114,1.925558586436916,0.045,2
p0106-p0223-p0318-p0204-p0018,2.010461988888796,0.054,2
p0056-p0040-p0284-p0148-p0295,1.5078875391181157,0.277,2
p0263-p0014-p0156-p0076-p0269,1.3698347543708702,0.207,2
p0205-p0227-p0327-p0036-p0248,0.09271924607490435,0.934,2
p0396-p0328-p0310-p0136-p0155,1.2659904221152067,0.29,2
p0170-p0369-p0150-p0144-p0201,1.1654646676624838,0.447,2
p0231-p0346-p0308-p0268-p0286,1.3984979310419066,0.344,2
p0096-p0208-p0072-p0016-p0173,1.301608304606475,0.349,2
p0198-p0033-p0197-p0008-p0090,1.5489390393281424,0.233,2
p0091-p0131-p0378-p0310-p0105,0.9889218135248095,0.509,2
p0018-p0340-p0227-p0339-p0262,0.4567185980373893,0.78,2
p0119-p0083-p0032-p0137-p0124,1.1510771845392356,0.396,2
p0392-p0234-p0369-p0010-p0122,1.7446175023730683,0.106,2
p0112-p0081-p0310-p0145-p0209,0.9903186182420334,0.516,2
p0278-p0101-p0316-p0185-p0263,0.49434400504526693,0.81,2
p0367-p0123-p0396-p0234-p0174,1.58996871364215,0.163,2
p0340-p0396-p0352-p0285-p0096,0.5384668085210158,0.735,2
p0284-p0081-p0292-p0092-p0170,1.1164231991322873,0.463,2
p0377-p0360-p0051-p0389-p0343,1.2069507300703317,0.387,2
p0238-p0262-p0248-p0368-p0234,1.7372014857097364,0.165,2
p0138-p0239-p0003-p0099-p0207,1.3209923301246222,0.24,2
p0185-p0123-p0079-p0186-p0399,1.085980254154664,0.403,2
p0272-p0320-p0207-p0152-p0294,1.3511462083501435,0.359,2
p0046-p0194-p0380-p0051-p0039,1.4311129694325073,0.148,2
p0108-p0316-p0180-p0020-p0118,1.4372276310289682,0.129,2
p0014-p0386-p0042-p0166-p0230,2.430209739926937,0.037,2
p0085-p0111-p0196-p0161-p0287,0.7481702646654634,0.717,2
p0347-p0071-p0059-p0394-p0087,1.523096634814567,0.202,2
p0308-p0193-p0081-p0319-p0392,1.073182636377131,0.498,2
p0364-p0079-p0151-p0294-p0024,1.9891908360757982,0.067,2
p0064-p0283-p0043-p0093-p0223,1.2903113102416393,0.245,2
p0256-p0248-p0052-p0032-p0362,1.422153786402759,0.284,2
p0224-p0221-p0335-p0083-p0247,0.6952399102828853,0.774,2
p0104-p0392-p0338-p0347-p0065,1.4688239972950659,0.244,2
p0277-p0284-p0313-p0209-p0375,2.34454208523429,0.026,2
p0038-p0287-p0337-p0260-p0113,1.2916650123532858,0.332,2
p0046-p0234-p0318-p0079-p0345,1.1682800400138351,0.451,2
p0038-p0114-p0206-p0087-p0267,0.5255231194166528,0.772,2
p0044-p0149-p0382-p0288-p0065,1.5453697951119312,0.15,2
p0086-p0220-p0300-p0254-p0056,1.3015992704473716,0.272,2
p0260-p0227-p0225-p0335-p0000,0.7683988383646869,0.687,2
p0065-p0244-p0282-p0098-p0378,0.7634920052491363,0.663,2
p0090-p0157-p0141-p0190-p0283,1.23903393573933,0.294,2
p0193-p0381-p0086-p0344-p0112,1.2219008931011828,0.329,2
p0172-p0113-p0394-p0328-p0306,1.27088610310239,0.375,2
p0268-p0271-p0113-p0263-p0185,1.3457058648979392,0.224,2
p0396-p0342-p0010-p0383-p0324,0.79763076375189,0.648,2
p0358-p0208-p0222-p0273-p0364,1.852384362858772,0.139,2
p0398-p0207-p0305-p0322-p0328,1.9461063258596438,0.091,2
p0186-p0042-p0342-p0291-p0233,1.8907982639208778,0.09,2
p0222-p0232-p0079-p0114-p0308,1.423026995739783,0.338,2
